CID,Capítulo,Descrição,Codigo
V171,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em colisão com um objeto fixo ou parado,V171 - Ciclista traumatizado em colisão com um objeto fixo ou parado
V172,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em colisão com um objeto fixo ou parado,V172 - Ciclista traumatizado em colisão com um objeto fixo ou parado
V173,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em colisão com um objeto fixo ou parado,V173 - Ciclista traumatizado em colisão com um objeto fixo ou parado
V174,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em colisão com um objeto fixo ou parado,V174 - Ciclista traumatizado em colisão com um objeto fixo ou parado
V175,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em colisão com um objeto fixo ou parado,V175 - Ciclista traumatizado em colisão com um objeto fixo ou parado
V179,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em colisão com um objeto fixo ou parado,V179 - Ciclista traumatizado em colisão com um objeto fixo ou parado
V18,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V18 - Ciclista traumatizado em um acidente de transporte sem colisão
V180,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V180 - Ciclista traumatizado em um acidente de transporte sem colisão
V181,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V181 - Ciclista traumatizado em um acidente de transporte sem colisão
V182,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V182 - Ciclista traumatizado em um acidente de transporte sem colisão
V183,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V183 - Ciclista traumatizado em um acidente de transporte sem colisão
V184,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V184 - Ciclista traumatizado em um acidente de transporte sem colisão
V185,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V185 - Ciclista traumatizado em um acidente de transporte sem colisão
V189,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em um acidente de transporte sem colisão,V189 - Ciclista traumatizado em um acidente de transporte sem colisão
V19,Causas externas de morbidade e de mortalidade,Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados,V19 - Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
V190,Causas externas de morbidade e de mortalidade,"Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não","V190 - Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não"
V191,Causas externas de morbidade e de mortalidade,"Passageiro traumatizado em colisão com outro veículos e com veículos não especificados, a motor, em um acidente não","V191 - Passageiro traumatizado em colisão com outro veículos e com veículos não especificados, a motor, em um acidente não"
V192,Causas externas de morbidade e de mortalidade,"Ciclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não","V192 - Ciclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não"
V193,Causas externas de morbidade e de mortalidade,Ciclista [qualquer] traumatizado em um acidente não especificado e não,V193 - Ciclista [qualquer] traumatizado em um acidente não especificado e não
V194,Causas externas de morbidade e de mortalidade,"Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito","V194 - Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
V195,Causas externas de morbidade e de mortalidade,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito","V195 - Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
V196,Causas externas de morbidade e de mortalidade,"Ciclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito","V196 - Ciclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
V198,Causas externas de morbidade e de mortalidade,Ciclista [qualquer] traumatizado em outros acidentes de transporte especificados,V198 - Ciclista [qualquer] traumatizado em outros acidentes de transporte especificados
V199,Causas externas de morbidade e de mortalidade,Ciclista [qualquer] traumatizado em um acidente de trânsito não especificado,V199 - Ciclista [qualquer] traumatizado em um acidente de trânsito não especificado
V20,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V20 - Motociclista traumatizado em colisão com um pedestre ou um animal
V200,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V200 - Motociclista traumatizado em colisão com um pedestre ou um animal
V201,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V201 - Motociclista traumatizado em colisão com um pedestre ou um animal
V202,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V202 - Motociclista traumatizado em colisão com um pedestre ou um animal
V203,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V203 - Motociclista traumatizado em colisão com um pedestre ou um animal
V204,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V204 - Motociclista traumatizado em colisão com um pedestre ou um animal
V205,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V205 - Motociclista traumatizado em colisão com um pedestre ou um animal
V209,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um pedestre ou um animal,V209 - Motociclista traumatizado em colisão com um pedestre ou um animal
V21,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V21 - Motociclista traumatizado em colisão com um veículo a pedal
V210,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V210 - Motociclista traumatizado em colisão com um veículo a pedal
V211,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V211 - Motociclista traumatizado em colisão com um veículo a pedal
V212,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V212 - Motociclista traumatizado em colisão com um veículo a pedal
V213,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V213 - Motociclista traumatizado em colisão com um veículo a pedal
V214,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V214 - Motociclista traumatizado em colisão com um veículo a pedal
V215,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V215 - Motociclista traumatizado em colisão com um veículo a pedal
V219,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a pedal,V219 - Motociclista traumatizado em colisão com um veículo a pedal
V22,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V22 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V220,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V220 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V221,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V221 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V222,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V222 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V223,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V223 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V224,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V224 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V225,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V225 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V229,Causas externas de morbidade e de mortalidade,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas,V229 - Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
V23,Causas externas de morbidade e de mortalidade,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","V23 - Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
V230,Causas externas de morbidade e de mortalidade,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","V230 - Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
